combined_address,geometry,address
Britzer Damm 58 12347 Berlin,POINT (13.4362635 52.4573359),"58, Britzer Damm, 12347, Britzer Damm, Berlin, Deutschland"
Selgenauer Weg 1 12355 Berlin,POINT (13.5033271 52.4203127),"1a, Selgenauer Weg, 12355, Selgenauer Weg, Berlin, Deutschland"
Teupitzer Straße 39 12059 Berlin,POINT (13.4561465 52.4803018),"39, Teupitzer Straße, 12059, Teupitzer Straße, Berlin, Deutschland"
Kopfstraße 61 12053 Berlin,POINT (13.4330645 52.4761855),"61, Kopfstraße, 12053, Kopfstraße, Berlin, Deutschland"
Glasower Straße 53 12051 Berlin,POINT (13.4381538 52.4644325),"53, Glasower Straße, 12051, Glasower Straße, Berlin, Deutschland"
Thomasstraße 67 12053 Berlin,POINT (13.4311791 52.4720554),"67, Thomasstraße, 12053, Thomasstraße, Berlin, Deutschland"
Donaustraße 120 12043 Berlin,POINT (13.431659979914588 52.48476565),"Rixdorfer Schule, 120, Donaustraße, 12043, Donaustraße, Berlin, Deutschland"
Pätzer Straße 17 12359 Berlin,POINT (13.4388598 52.4520812),"17, Pätzer Straße, 12359, Pätzer Straße, Berlin, Deutschland"
Maybachufer 37 12047 Berlin,POINT (13.4323321 52.4919831),"37, Maybachufer, 12047, Maybachufer, Berlin, Deutschland"
Jonasstraße 32 12053 Berlin,POINT (13.4306469 52.4711598),"32, Jonasstraße, 12053, Jonasstraße, Berlin, Deutschland"
Lenaustraße 12 12047 Berlin,POINT (13.4281335 52.4901638),"12-13, Lenaustraße, 12047, Lenaustraße, Berlin, Deutschland"
Mainzer Straße 15 12053 Berlin,POINT (13.427237 52.4824344),"15, Mainzer Straße, 12053, Mainzer Straße, Berlin, Deutschland"
Mariendorfer Weg 54+55 12051 Berlin,POINT (13.4272525 52.4636418),"54, Mariendorfer Weg, 12051, Mariendorfer Weg, Berlin, Deutschland"
Großenhainer Weg 10 12355 Berlin,POINT (13.480127649999996 52.415991500000004),"10, Großenhainer Weg, 12355, Großenhainer Weg, Berlin, Deutschland"
Otto-Wels-Ring 37 12351 Berlin,POINT (13.4539439 52.4309335),"37, Otto-Wels-Ring, 12351, Otto-Wels-Ring, Berlin, Deutschland"
Mariendorfer Weg 28 12051 Berlin,POINT (13.4247691 52.4638948),"28, Mariendorfer Weg, 12051, Mariendorfer Weg, Berlin, Deutschland"
Lipschitzallee 68 12353 Berlin,POINT (13.4631246 52.4255625),"68, Lipschitzallee, 12353, Lipschitzallee, Berlin, Deutschland"
Johannisthaler Chaussee 408 12351 Berlin,POINT (13.4422368 52.4255825),"408, Johannisthaler Chaussee, 12351, Johannisthaler Chaussee, Berlin, Deutschland"
Buckower Damm 191 12349 Berlin,POINT (13.435489303657096 52.426502799999994),"191, Buckower Damm, 12349, Buckower Damm, Berlin, Deutschland"
Berthelsdorfer Straße 5 12043 Berlin,POINT (13.4413622 52.4784083),"5, Berthelsdorfer Straße, 12043, Berthelsdorfer Straße, Berlin, Deutschland"
Johannisthaler Chaussee 233 12351 Berlin,POINT (13.4661958 52.4332281),"233, Johannisthaler Chaussee, 12351, Johannisthaler Chaussee, Berlin, Deutschland"
Donaustraße 39 12043 Berlin,POINT (13.4384079 52.4806882),"39, Donaustraße, 12043, Donaustraße, Berlin, Deutschland"
Roseggerstraße 13 12059 Berlin,POINT (13.4457039 52.4793348),"13, Roseggerstraße, 12059, Roseggerstraße, Berlin, Deutschland"
Stubenrauchstraße 103 12357 Berlin,POINT (13.4941948 52.4303704),"103, Stubenrauchstraße, 12357, Stubenrauchstraße, Berlin, Deutschland"
Herrfurthplatz 3 12049 Berlin,POINT (13.4224341 52.4776073),"3, Herrfurthplatz, 12049, Herrfurthplatz, Berlin, Deutschland"
Karl-Marx-Straße 145 12043 Berlin,POINT (13.4393379 52.4767744),"145, Karl-Marx-Straße, 12043, Karl-Marx-Straße, Berlin, Deutschland"
Hasenheide 74 10967 Berlin,POINT (13.412172 52.4882027),"74, Hasenheide, 10967, Hasenheide, Berlin, Deutschland"
Stuttgarter Straße 19 12059 Berlin,POINT (13.4482241 52.4785654),"19, Stuttgarter Straße, 12059, Stuttgarter Straße, Berlin, Deutschland"
Britzer Damm 141 12347 Berlin,POINT (13.437668845161824 52.4503661),"Villa Frühlicht, 141, Britzer Damm, 12347, Britzer Damm, Berlin, Deutschland"
Buckower Damm 186 12349 Berlin,POINT (13.4339995 52.4434132),"Buckower Damm, 12349, Berlin, Deutschland"
Schudomastraße 46 12055 Berlin,POINT (13.4497733 52.4740764),"46, Schudomastraße, 12055, Schudomastraße, Berlin, Deutschland"
Theodor-Loos-Weg 52 12353 Berlin,POINT (13.4743289 52.4208426),"52, Theodor-Loos-Weg, 12353, Theodor-Loos-Weg, Berlin, Deutschland"
Töpchiner Weg 44 12349 Berlin,POINT (13.4227844 52.4169661),"44, Töpchiner Weg, 12349, Töpchiner Weg, Berlin, Deutschland"
Allerstraße 42 12049 Berlin,POINT (13.425397 52.4748685),"42, Allerstraße, 12049, Allerstraße, Berlin, Deutschland"
Eugen-Bolz-Kehre 10 12351 Berlin,POINT (13.468876 52.4295517),"10, Eugen-Bolz-Kehre, 12351, Eugen-Bolz-Kehre, Berlin, Deutschland"
Weserstraße 186 12045 Berlin,POINT (13.436734 52.4861617),"186, Weserstraße, 12045, Weserstraße, Berlin, Deutschland"
Adlergestell 133 12439 Berlin,POINT (13.5284906 52.4447275),"133, Adlergestell, 12439, Adlergestell, Berlin, Deutschland"
Ortolfstraße 95 12524 Berlin,POINT (13.5348989 52.4095613),"95, Ortolfstraße, 12524, Ortolfstraße, Berlin, Deutschland"
Köpenicker Landstraße 246 12437 Berlin,POINT (13.4913501 52.4686851),"246, Köpenicker Landstraße, 12437, Köpenicker Landstraße, Berlin, Deutschland"
Orionstraße 40 12435 Berlin,POINT (13.48062334567067 52.479666300000005),"Kita Raumschiff Orion, 40, Orionstraße, 12435, Orionstraße, Berlin, Deutschland"
Am Treptower Park 76 12435 Berlin,POINT (13.4570088 52.4926572),"76, Am Treptower Park, 12435, Am Treptower Park, Berlin, Deutschland"
Dornbrunner Straße 17 12437 Berlin,POINT (13.486539724680792 52.4629472),"Kita Dornbrunner Straße, 17, Dornbrunner Straße, 12437, Dornbrunner Straße, Berlin, Deutschland"
Tiburtiusstraße 14 12524 Berlin,POINT (13.538714789314565 52.405941999999996),"14, Tiburtiusstraße, 12524, Tiburtiusstraße, Berlin, Deutschland"
Engelhardstraße 10 12487 Berlin,POINT (13.5104603 52.448186),"10, Engelhardstraße, 12487, Engelhardstraße, Berlin, Deutschland"
Martin-Hoffmann-Straße 12 12435 Berlin,POINT (13.459182599685377 52.49428535),"12, Martin-Hoffmann-Straße, 12435, Martin-Hoffmann-Straße, Berlin, Deutschland"
Helbigstraße 31 12489 Berlin,POINT (13.54738520691554 52.4382925),"31, Helbigstraße, 12489, Helbigstraße, Berlin, Deutschland"
Pfingstberggasse 2 12489 Berlin,POINT (13.5429470668189 52.43921805),"Evangelischer Kindergarten Pfingstberggasse, 2, Pfingstberggasse, 12489, Pfingstberggasse, Berlin, Deutschland"
Am Studio 5 12489 Berlin,POINT (13.54313438373186 52.428061099999994),"Kita Am Studio, 5, Am Studio, 12489, Am Studio, Berlin, Deutschland"
Regattastraße 130 12527 Berlin,POINT (13.5802852 52.4172307),"130, Regattastraße, 12527, Regattastraße, Berlin, Deutschland"
Buntzelstraße 56 12526 Berlin,POINT (13.5698641 52.4038273),"54-56, Buntzelstraße, 12526, Buntzelstraße, Berlin, Deutschland"
Richterstraße 2 12524 Berlin,POINT (13.5714818 52.4117909),"2, Richterstraße, 12524, Richterstraße, Berlin, Deutschland"
Köllnische Straße 8 12439 Berlin,POINT (13.5217028 52.4525189),"8, Köllnische Straße, 12439, Köllnische Straße, Berlin, Deutschland"
Sterndamm 214 12487 Berlin,POINT (13.5002604 52.4380232),"214A, Sterndamm, 12487, Sterndamm, Berlin, Deutschland"
Südostallee 214 12487 Berlin,POINT (13.5054203 52.4528763),"214, Südostallee, 12487, Südostallee, Berlin, Deutschland"
Venusstraße 59 12524 Berlin,POINT (13.5294248 52.4070635),"59, Venusstraße, 12524, Venusstraße, Berlin, Deutschland"
Puschkinallee 10 12435 Berlin,POINT (13.458087579150765 52.493854400000004),"10, Puschkinallee, 12435, Puschkinallee, Berlin, Deutschland"
Am Treptower Park 70 12435 Berlin,POINT (13.4688748 52.4859306),"70, Am Treptower Park, 12435, Am Treptower Park, Berlin, Deutschland"
Bouchéstraße 25 12435 Berlin,POINT (13.4477675 52.4899254),"25, Bouchéstraße, 12435, Bouchéstraße, Berlin, Deutschland"
Johanna-Tesch-Straße 20 12439 Berlin,POINT (13.541139 52.4516085),"20, Johanna-Tesch-Straße, 12439, Johanna-Tesch-Straße, Berlin, Deutschland"
Köpenicker Straße 35 12524 Berlin,POINT (13.538836302204492 52.4196317),"Kita der Evangelischen Kirchengemeinde Altglienicke, 35, Köpenicker Straße, 12524, Köpenicker Straße, Berlin, Deutschland"
Teutonenstraße 54 12524 Berlin,POINT (13.549508910731765 52.41727555),"54, Teutonenstraße, 12524, Teutonenstraße, Berlin, Deutschland"
Uranusstraße 19 12524 Berlin,POINT (13.525992709974464 52.39943385),"Kita Sonnenschein, 19-21, Uranusstraße, 12524, Uranusstraße, Berlin, Deutschland"
Heidemühler Weg 37- 39 12437 Berlin,POINT (13.48749325146673 52.46269255),"Kita Heidemühler Rasselbande, 37/39, Heidemühler Weg, 12437, Heidemühler Weg, Berlin, Deutschland"
Neptunstraße 10 12526 Berlin,POINT (13.5818856 52.3998775),"Neptunstraße, 12526, Berlin, Deutschland"
Johanna-Tesch-Straße 32 12439 Berlin,POINT (13.5420056 52.4516628),"32, Johanna-Tesch-Straße, 12439, Johanna-Tesch-Straße, Berlin, Deutschland"
Porzer Straße 123 12524 Berlin,POINT (13.5386481 52.4024912),"123, Porzer Straße, 12524, Porzer Straße, Berlin, Deutschland"
Nippeser Straße 20 12524 Berlin,POINT (13.540235078331223 52.40142355),"Kita - Nippeser Straße ""Am Wäldchen"", 20, Nippeser Straße, 12524, Nippeser Straße, Berlin, Deutschland"
Zur Gartenstadt 239 12526 Berlin,POINT (13.5688147 52.4019075),"239, Zur Gartenstadt, 12526, Zur Gartenstadt, Berlin, Deutschland"
Müggelseedamm 245 12587 Berlin,POINT (13.6344782 52.4476509),"245, Müggelseedamm, 12587, Müggelseedamm, Berlin, Deutschland"
Dahmestraße 4 12526 Berlin,POINT (13.5811587 52.4037288),"4, Dahmestraße, 12526, Dahmestraße, Berlin, Deutschland"
Tulpenweg 39 12524 Berlin,POINT (13.541401853137835 52.4088467),"39, Tulpenweg, 12524, Tulpenweg, Berlin, Deutschland"
Gustelstraße 20 12524 Berlin,POINT (13.528349796468307 52.4141511),"20, Gustelstraße, 12524, Gustelstraße, Berlin, Deutschland"
Sterndamm 41 12487 Berlin,POINT (13.5080726 52.4495587),"41, Sterndamm, 12487, Sterndamm, Berlin, Deutschland"
Grimaustraße 35 12439 Berlin,POINT (13.520189 52.4517828),"35, Grimaustraße, 12439, Grimaustraße, Berlin, Deutschland"
Platanenweg 65 12437 Berlin,POINT (13.4817363 52.4770611),"65, Platanenweg, 12437, Platanenweg, Berlin, Deutschland"
Dammweg 155 12437 Berlin,POINT (13.4753593 52.4752035),"155, Dammweg, 12437, Dammweg, Berlin, Deutschland"
Zinsgutstraße 38 12489 Berlin,POINT (13.556454 52.4377473),"38, Zinsgutstraße, 12489, Zinsgutstraße, Berlin, Deutschland"
Heidekampweg 103 12437 Berlin,POINT (13.47688538675061 52.46766345),"Kita Heidekampweg, 103-105, Heidekampweg, 12437, Heidekampweg, Berlin, Deutschland"
Rudower Straße 45 12524 Berlin,POINT (13.533323408312357 52.42142255),"Mädchenschule Altglienicke, 45, Rudower Straße, 12524, Rudower Straße, Berlin, Deutschland"
Springbornstraße 88 12487 Berlin,POINT (13.499392126429631 52.438248650000006),"Kita Springmäuse, 88, Springbornstraße, 12487, Springbornstraße, Berlin, Deutschland"
Moosstraße 57 12439 Berlin,POINT (13.530046 52.4503044),"57, Moosstraße, 12439, Moosstraße, Berlin, Deutschland"
Büchnerweg 58 12489 Berlin,POINT (13.549432800876545 52.43419315),"58, Büchnerweg, 12489, Büchnerweg, Berlin, Deutschland"
Radickestraße 25 12489 Berlin,POINT (13.5512056 52.4365966),"25, Radickestraße, 12489, Radickestraße, Berlin, Deutschland"
Puderstraße 21 12435 Berlin,POINT (13.4643078 52.48544),"21, Puderstraße, 12435, Puderstraße, Berlin, Deutschland"
Rodelbergweg 2 12437 Berlin,POINT (13.4933329 52.4683755),"2, Rodelbergweg, 12437, Rodelbergweg, Berlin, Deutschland"
Melli-Beese-Straße 30 12487 Berlin,POINT (13.510585814935807 52.438611800000004),"Kita Melli-Beese, 30, Melli-Beese-Straße, 12487, Melli-Beese-Straße, Berlin, Deutschland"
Atlantisring 25 12526 Berlin,POINT (13.5664111 52.3960951),"25, Atlantisring, 12526, Atlantisring, Berlin, Deutschland"
Rudower Straße 54 12524 Berlin,POINT (13.536627371913188 52.42083495),"54, Rudower Straße, 12524, Rudower Straße, Berlin, Deutschland"
Am Treptower Park 37 12435 Berlin,POINT (13.4652277 52.486267),"Alt-Treptower Kinderladen EKT e.V., 37, Am Treptower Park, 12435, Am Treptower Park, Berlin, Deutschland"
Karl-Kunger-Straße 59 12435 Berlin,POINT (13.4473719 52.4913609),"59, Karl-Kunger-Straße, 12435, Karl-Kunger-Straße, Berlin, Deutschland"
Königsheideweg 285 12487 Berlin,POINT (13.509298516048892 52.44545185),"285, Königsheideweg, 12487, Königsheideweg, Berlin, Deutschland"
Ortolfstraße 164 12524 Berlin,POINT (13.5293307 52.4043458),"164, Ortolfstraße, 12524, Ortolfstraße, Berlin, Deutschland"
Elsenstraße 25 12435 Berlin,POINT (13.4541859 52.4893245),"25, Elsenstraße, 12435, Elsenstraße, Berlin, Deutschland"
Kiefholzstraße 269 12437 Berlin,POINT (13.4851434 52.4672163),"269, Kiefholzstraße, 12437, Kiefholzstraße, Berlin, Deutschland"
Behringstraße 33 12437 Berlin,POINT (13.49107 52.4652536),"33, Behringstraße, 12437, Behringstraße, Berlin, Deutschland"
Sterndamm 109 12487 Berlin,POINT (13.5019419 52.4423807),"109, Sterndamm, 12487, Sterndamm, Berlin, Deutschland"
Am Haselbusch 2 12487 Berlin,POINT (13.504108822787881 52.44944435),"Kita Am Haselbusch, 2, Am Haselbusch, 12487, Am Haselbusch, Berlin, Deutschland"
Semmelweisstraße 10 12524 Berlin,POINT (13.53820820067985 52.4219104),"10, Semmelweisstraße, 12524, Semmelweisstraße, Berlin, Deutschland"
Hartriegelstraße 77 12439 Berlin,POINT (13.531609824889982 52.447663750000004),"Kreativitätsgrundschule Berlin-Treptow, 77, Hartriegelstraße, 12439, Hartriegelstraße, Berlin, Deutschland"
Hans-Schmidt-Straße 14 12489 Berlin,POINT (13.5344263 52.4350142),"14, Hans-Schmidt-Straße, 12489, Hans-Schmidt-Straße, Berlin, Deutschland"
Grünauer Straße 60 12524 Berlin,POINT (13.542361304892012 52.41948825),"60, Grünauer Straße, 12524, Grünauer Straße, Berlin, Deutschland"
Lindenblütenstraße 26 12526 Berlin,POINT (13.5663178 52.407508),"26, Lindenblütenstraße, 12526, Lindenblütenstraße, Berlin, Deutschland"
Elsenstraße 102 12435 Berlin,POINT (13.45465 52.4892199),"102, Elsenstraße, 12435, Elsenstraße, Berlin, Deutschland"
Schönefelder Chaussee 187 12524 Berlin,POINT (13.5259471 52.4045975),"187, Schönefelder Chaussee, 12524, Schönefelder Chaussee, Berlin, Deutschland"
Groß-Berliner Damm 33 12487 Berlin,POINT (13.5118055 52.4493078),"33, Groß-Berliner Damm, 12487, Groß-Berliner Damm, Berlin, Deutschland"
Besenbinderstraße 2 12524 Berlin,POINT (13.53960792041268 52.4212857),"Kita Krümelzwerge, 2, Besenbinderstraße, 12524, Besenbinderstraße, Berlin, Deutschland"
Ernststraße 4 12437 Berlin,POINT (13.4885119 52.4661201),"Kita Kleiner Fratz Ernststraße, 4, Ernststraße, 12437, Ernststraße, Berlin, Deutschland"
Friedenstraße 14 12489 Berlin,POINT (13.5477037 52.4359331),"14, Friedenstraße, 12489, Friedenstraße, Berlin, Deutschland"
Abram-Joffe-Straße 18 12489 Berlin,POINT (13.527451097408207 52.4325199),"18, Abram-Joffe-Straße, 12489, Abram-Joffe-Straße, Berlin, Deutschland"
Baumschulenstraße 103 12437 Berlin,POINT (13.4907883 52.4689043),"103, Baumschulenstraße, 12437, Baumschulenstraße, Berlin, Deutschland"
Heidekampweg 45 12437 Berlin,POINT (13.480037 52.4637155),"45, Heidekampweg, 12437, Heidekampweg, Berlin, Deutschland"
Brückenstraße 24 12439 Berlin,POINT (13.5110693 52.4580339),"24, Brückenstraße, 12439, Brückenstraße, Berlin, Deutschland"
Schraderstraße 12 12437 Berlin,POINT (13.4810283 52.4623843),"12, Schraderstraße, 12437, Schraderstraße, Berlin, Deutschland"
Mörikestraße 2 12437 Berlin,POINT (13.4852808 52.4663183),"2, Mörikestraße, 12437, Mörikestraße, Berlin, Deutschland"
Wildenbruchstraße 41 12435 Berlin,POINT (13.4509119 52.4893106),"41, Wildenbruchstraße, 12435, Wildenbruchstraße, Berlin, Deutschland"
Brückenstraße 8 12439 Berlin,POINT (13.5115788 52.4578844),"8, Brückenstraße, 12439, Brückenstraße, Berlin, Deutschland"
Elsenstraße 41 12435 Berlin,POINT (13.4512118 52.4870629),"41, Elsenstraße, 12435, Elsenstraße, Berlin, Deutschland"
Straße am Flugplatz 38 12487 Berlin,POINT (13.512544552952086 52.430314949999996),"Kita am Flugplatz Johannisthal, 38, Straße am Flugplatz, 12487, Straße am Flugplatz, Berlin, Deutschland"
Dörpfeldstraße 27 12489 Berlin,POINT (13.5466224 52.4372706),"brillen.de, 27, Dörpfeldstraße, 12489, Dörpfeldstraße, Berlin, Deutschland"
Eschenbachstraße 2 12437 Berlin,POINT (13.4900871 52.4688548),"2, Eschenbachstraße, 12437, Eschenbachstraße, Berlin, Deutschland"
Brückenstraße 4 12439 Berlin,POINT (13.510982 52.4572536),"4, Brückenstraße, 12439, Brückenstraße, Berlin, Deutschland"
Winckelmannstraße 70 12487 Berlin,POINT (13.5052972 52.4399753),"70, Winckelmannstraße, 12487, Winckelmannstraße, Berlin, Deutschland"
Siriusstraße 17 12524 Berlin,POINT (13.5262497 52.4016125),"17, Siriusstraße, 12524, Siriusstraße, Berlin, Deutschland"
Lindhorstweg 34 12487 Berlin,POINT (13.5025558 52.4399074),"34, Lindhorstweg, 12487, Lindhorstweg, Berlin, Deutschland"
Goethestraße 8 12526 Berlin,POINT (13.587529 52.3979773),"8, Goethestraße, 12526, Goethestraße, Berlin, Deutschland"
Megedestraße 7 12487 Berlin,POINT (13.5011234 52.4431095),"7, Megedestraße, 12487, Megedestraße, Berlin, Deutschland"
Adlergestell 107 12439 Berlin,POINT (13.5258134 52.4464381),"107, Adlergestell, 12439, Adlergestell, Berlin, Deutschland"
Schnellerstraße 24 12439 Berlin,POINT (13.5123034 52.4556687),"24, Schnellerstraße, 12439, Schnellerstraße, Berlin, Deutschland"
Konrad-Zuse-Straße 6 12489 Berlin,POINT (13.5276676 52.4365341),"6, Konrad-Zuse-Straße, 12489, Konrad-Zuse-Straße, Berlin, Deutschland"
Grünauer Straße 59 12524 Berlin,POINT (13.5430305 52.419383),"59, Grünauer Straße, 12524, Grünauer Straße, Berlin, Deutschland"
Peenestraße 36 12524 Berlin,POINT (13.533685891690553 52.41605),"36, Peenestraße, 12524, Peenestraße, Berlin, Deutschland"
Schönefelder Chaussee 34 12524 Berlin,POINT (13.5307351 52.4167277),"34, Schönefelder Chaussee, 12524, Schönefelder Chaussee, Berlin, Deutschland"
Straße am Flugplatz 68 12487 Berlin,POINT (13.5084244 52.4358014),"68, Straße am Flugplatz, 12487, Straße am Flugplatz, Berlin, Deutschland"
Fennstraße 5 12439 Berlin,POINT (13.5167435 52.4538642),"5, Fennstraße, 12439, Fennstraße, Berlin, Deutschland"
Groß-Berliner-Damm 39 12487 Berlin,POINT (13.5123474 52.4487332),"39, Groß-Berliner Damm, 12487, Groß-Berliner Damm, Berlin, Deutschland"
Brückenstraße 12 12439 Berlin,POINT (13.5121863 52.4584655),"12, Brückenstraße, 12439, Brückenstraße, Berlin, Deutschland"
Chris-Gueffroy-Allee 47 12437 Berlin,POINT (13.4721829 52.455247),"47, Chris-Gueffroy-Allee, 12437, Chris-Gueffroy-Allee, Berlin, Deutschland"
Brückenstraße 9 12439 Berlin,POINT (13.511759 52.4580228),"9, Brückenstraße, 12439, Brückenstraße, Berlin, Deutschland"
Hermann-Dorner-Allee 11 12489 Berlin,POINT (13.5246424 52.4361817),"11, Hermann-Dorner-Allee, 12489, Hermann-Dorner-Allee, Berlin, Deutschland"
Radickestraße 48 12489 Berlin,POINT (13.5476095 52.4355011),"48, Radickestraße, 12489, Radickestraße, Berlin, Deutschland"
Adlergestell 592 12527 Berlin,POINT (13.5863584 52.4056347),"592, Adlergestell, 12527, Adlergestell, Berlin, Deutschland"
Alfred-Randt-Straße 15 12559 Berlin,POINT (13.6031221 52.4405702),"15, Alfred-Randt-Straße, 12559, Alfred-Randt-Straße, Berlin, Deutschland"
Friedrichshagener Straße 8 12555 Berlin,POINT (13.5824337 52.4515705),"8, Friedrichshagener Straße, 12555, Friedrichshagener Straße, Berlin, Deutschland"
Alt-Müggelheim 10 12559 Berlin,POINT (13.66362472882108 52.41059885),"Kita Alt-Müggelheim, 10, Alt-Müggelheim, 12559, Alt-Müggelheim, Berlin, Deutschland"
An der Wuhlheide 180 12459 Berlin,POINT (13.540560966282769 52.4580735),"Kita An der Wuhlheide - Ostendstraße, 180, An der Wuhlheide, 12459, An der Wuhlheide, Berlin, Deutschland"
Bölschestraße 29 12587 Berlin,POINT (13.625601552392448 52.45070245),"Kita ""Wir"", 29, Bölschestraße, 12587, Bölschestraße, Berlin, Deutschland"
Bukesweg 28 12557 Berlin,POINT (13.596035709115197 52.42908615),"28, Bukesweg, 12557, Bukesweg, Berlin, Deutschland"
Friedrichshagener Straße 5 12555 Berlin,POINT (13.5789187 52.4521615),"5, Friedrichshagener Straße, 12555, Friedrichshagener Straße, Berlin, Deutschland"
Zu den sieben Raben 15 12555 Berlin,POINT (13.588458827339581 52.46247595),"15, Zu den sieben Raben, 12555, Zu den sieben Raben, Berlin, Deutschland"
Erknerstraße 46 12589 Berlin,POINT (13.722336969747206 52.436895050000004),"Kita - Erknerstraße ""Villa Kunterbunt"", 46, Erknerstraße, 12589, Erknerstraße, Berlin, Deutschland"
Griechische Allee 21 12459 Berlin,POINT (13.518818716084898 52.464879550000006),"Kita Griechische Allee, 21-25, Griechische Allee, 12459, Griechische Allee, Berlin, Deutschland"
Grüne Trift 138 12557 Berlin,POINT (13.5920107 52.4269012),"138, Grüne Trift, 12557, Grüne Trift, Berlin, Deutschland"
Müggelwerderweg 3 12589 Berlin,POINT (13.6884415 52.4392889),"3, Müggelwerderweg, 12589, Müggelwerderweg, Berlin, Deutschland"
Kaulsdorfer Straße 313 12555 Berlin,POINT (13.5788054 52.4612376),"313, Kaulsdorfer Straße, 12555, Kaulsdorfer Straße, Berlin, Deutschland"
Mahlower Straße 5- 7 12557 Berlin,POINT (13.5633481 52.4374907),"Städt. Kita, 5-7, Mahlower Straße, 12557, Mahlower Straße, Berlin, Deutschland"
Ostendorfstraße 34 12557 Berlin,POINT (13.590130747472706 52.418169899999995),"Kita, 34, Ostendorfstraße, 12557, Ostendorfstraße, Berlin, Deutschland"
Scharnweberstraße 56 12587 Berlin,POINT (13.6286974 52.4547957),"56, Scharnweberstraße, 12587, Scharnweberstraße, Berlin, Deutschland"
Ottomar-Geschke-Straße 13 12555 Berlin,POINT (13.5665521 52.4489083),"13, Ottomar-Geschke-Straße, 12555, Ottomar-Geschke-Straße, Berlin, Deutschland"
Goethestraße 2 12459 Berlin,POINT (13.5144915 52.4643835),"2, Goethestraße, 12459, Goethestraße, Berlin, Deutschland"
Ottomar-Geschke-Straße 81 12555 Berlin,POINT (13.5617241 52.4434908),"81, Ottomar-Geschke-Straße, 12555, Ottomar-Geschke-Straße, Berlin, Deutschland"
Pablo-Neruda-Straße 12 12559 Berlin,POINT (13.5902939 52.4421849),"12, Pablo-Neruda-Straße, 12559, Pablo-Neruda-Straße, Berlin, Deutschland"
Peter-Hille-Straße 4 12587 Berlin,POINT (13.6207838 52.4546646),"4, Peter-Hille-Straße, 12587, Peter-Hille-Straße, Berlin, Deutschland"
Rudower Straße 60 12557 Berlin,POINT (13.562257541404673 52.4429977),"Kindertagesstätte Rudower Straße, 60, Rudower Straße, 12557, Rudower Straße, Berlin, Deutschland"
Fürstenwalder Allee 178 12589 Berlin,POINT (13.7030902 52.4344943),"178, Fürstenwalder Allee, 12589, Fürstenwalder Allee, Berlin, Deutschland"
Stillerzeile 136 12587 Berlin,POINT (13.6006349 52.4539554),"136, Stillerzeile, 12587, Stillerzeile, Berlin, Deutschland"
Spitzerstraße 8 12557 Berlin,POINT (13.5776314 52.4421661),"8, Spitzerstraße, 12557, Spitzerstraße, Berlin, Deutschland"
Uhlenhorster Straße 27 12555 Berlin,POINT (13.5931794 52.462143),"27, Uhlenhorster Straße, 12555, Uhlenhorster Straße, Berlin, Deutschland"
Wassersportallee 4 12527 Berlin,POINT (13.581570399067257 52.417385249999995),"Kita Wasserschlösschen, 4, Wassersportallee, 12527, Wassersportallee, Berlin, Deutschland"
Salvador-Allende-Straße 47 12559 Berlin,POINT (13.5912277 52.4438837),"47, Salvador-Allende-Straße, 12559, Salvador-Allende-Straße, Berlin, Deutschland"
Peter-Hille-Straße 99 12587 Berlin,POINT (13.6206938 52.4486836),"99, Peter-Hille-Straße, 12587, Peter-Hille-Straße, Berlin, Deutschland"
Alt-Schmöckwitz 1 12527 Berlin,POINT (13.649907932389794 52.3755054),"Dorfkirche Schmöckwitz, 1-15, Alt-Schmöckwitz, 12527, Alt-Schmöckwitz, Berlin, Deutschland"
Am Generalshof 7 12555 Berlin,POINT (13.5750355 52.4524095),"7, Am Generalshof, 12555, Am Generalshof, Berlin, Deutschland"
Griechische Allee 59 12459 Berlin,POINT (13.5229624 52.4634195),"59, Griechische Allee, 12459, Griechische Allee, Berlin, Deutschland"
Joachimstraße 11 12555 Berlin,POINT (13.5723615 52.4541992),"11, Joachimstraße, 12555, Joachimstraße, Berlin, Deutschland"
Püttbergeweg 84 12589 Berlin,POINT (13.70234628937778 52.441192900000004),"Kita der Ev. Kirchengem. Rahnsdorf, 84, Püttbergeweg, 12589, Püttbergeweg, Berlin, Deutschland"
Rudower Straße 23 12557 Berlin,POINT (13.5658692 52.4439881),"23, Rudower Straße, 12557, Rudower Straße, Berlin, Deutschland"
Weiskopffstraße 12 12459 Berlin,POINT (13.541604944820456 52.457192199999994),"Kita der Caritas Heilige Maria Magdalena, 12-13, Weiskopffstraße, 12459, Weiskopffstraße, Berlin, Deutschland"
Wattstraße 14 12459 Berlin,POINT (13.5093039 52.4664518),"Städt. Kita, 14, Wattstraße, 12459, Wattstraße, Berlin, Deutschland"
Emrichstraße 51 12587 Berlin,POINT (13.621464649073285 52.4489953),"Kinderhaus Emrichstraße, 51, Emrichstraße, 12587, Emrichstraße, Berlin, Deutschland"
Landjägerstraße 7 12555 Berlin,POINT (13.5820402 52.4445662),"7, Landjägerstraße, 12555, Landjägerstraße, Berlin, Deutschland"
Wirsitzer Weg 2 12555 Berlin,POINT (13.5801382 52.4662436),"2, Wirsitzer Weg, 12555, Wirsitzer Weg, Berlin, Deutschland"
Waldstraße 8 12589 Berlin,POINT (13.727879 52.4272736),"8, Waldstraße, 12589, Waldstraße, Berlin, Deutschland"
